0:Met[Zsun],1:Age[Gyr],2:Rp[Rsun],3:Vinf[km/s],4:Mass1_i[MSUN],5:Mass2_i[Msun],6:R1[Rsun],7:R2[Rsun],8:Label,9:Mass1_f[MSUN],10:Mass2_f[MSUN],11:Sigma
0.010,3.162277660,0.42881, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.360908,  0.361925,1
0.010,3.162277660,0.42881,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.398667,  0.398878,1
0.010,3.162277660,0.42881, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.214176,  0.219169,1
0.010,3.162277660,0.47259, 1000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.398159,  0.398111,1
0.010,3.162277660,0.47259,  100, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.790728,1
0.010,3.162277660,0.47259,   10, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.792465,  0.000000,1
0.010,3.162277660,0.47259,16000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.126453,  0.132301,1
0.010,3.162277660,0.47259, 2000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.396193,  0.396094,1
0.010,3.162277660,0.47259,  250, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.788716,  0.000000,1
0.010,3.162277660,0.47259, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.386030,  0.386170,1
0.010,3.162277660,0.47259,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399181,  0.399304,1
0.010,3.162277660,0.47259, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.344210,  0.344487,1
0.010,3.162277660,0.52824, 1000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399247,  0.399289,1
0.010,3.162277660,0.52824,  100, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.794187,1
0.010,3.162277660,0.52824,   10, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.793394,1
0.010,3.162277660,0.52824,16000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.355843,  0.357081,1
0.010,3.162277660,0.52824, 2000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.398607,  0.398551,1
0.010,3.162277660,0.52824,  250, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.789080,1
0.010,3.162277660,0.52824, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.396052,  0.396185,1
0.010,3.162277660,0.52824,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399498,  0.399568,1
0.010,3.162277660,0.52824, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.387454,  0.387617,1
0.010,3.162277660,0.56790, 1000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399686,  0.399709,1
0.010,3.162277660,0.56790,  100, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.794403,1
0.010,3.162277660,0.56790,   10, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.795740,1
0.010,3.162277660,0.56790,16000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.391425,  0.391341,1
0.010,3.162277660,0.56790, 2000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399556,  0.399570,1
0.010,3.162277660,0.56790,  250, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.787334,  0.000000,1
0.010,3.162277660,0.56790, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.398788,  0.398821,1
0.010,3.162277660,0.56790,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399559,  0.399766,1
0.010,3.162277660,0.56790, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.396920,  0.396934,1
0.010,3.162277660,0.59012, 1000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399872,  0.399881,1
0.010,3.162277660,0.59012,  100, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.795196,  0.000000,1
0.010,3.162277660,0.59012,   10, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.794467,1
0.010,3.162277660,0.59012,16000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.396928,  0.397117,1
0.010,3.162277660,0.59012, 2000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399811,  0.399815,1
0.010,3.162277660,0.59012,  250, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.788058,  0.000000,1
0.010,3.162277660,0.59012, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399520,  0.399543,1
0.010,3.162277660,0.59012,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399732,  0.399817,1
0.010,3.162277660,0.59012, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.398879,  0.398882,1
0.010,3.162277660,0.62407, 1000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399981,  0.399983,1
0.010,3.162277660,0.62407,  100, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.794605,1
0.010,3.162277660,0.62407,   10, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.795859,1
0.010,3.162277660,0.62407,16000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399702,  0.399679,1
0.010,3.162277660,0.62407, 2000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399981,  0.399986,1
0.010,3.162277660,0.62407,  250, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399872,  0.400006,1
0.010,3.162277660,0.62407, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399927,  0.399952,1
0.010,3.162277660,0.62407,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399842,  0.399875,1
0.010,3.162277660,0.62407, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399860,  0.399855,1
0.010,3.162277660,0.68298, 1000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.400000,  0.400000,1
0.010,3.162277660,0.68298,  100, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.793036,1
0.010,3.162277660,0.68298,   10, 0.400000, 0.400000, 0.3414901, 0.3414901, 1,  0.000000,  0.793992,1
0.010,3.162277660,0.68298,16000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.400000,  0.400000,1
0.010,3.162277660,0.68298, 2000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.400000,  0.400000,1
0.010,3.162277660,0.68298,  250, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399889,  0.400086,1
0.010,3.162277660,0.68298, 4000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.400000,  0.400000,1
0.010,3.162277660,0.68298,  500, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.399957,  0.399971,1
0.010,3.162277660,0.68298, 8000, 0.400000, 0.400000, 0.3414901, 0.3414901, 2,  0.400000,  0.400000,1
0.010,3.162277660,0.00000, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.889244,  0.000000,1
0.010,3.162277660,0.00000,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.959958,  0.000000,1
0.010,3.162277660,0.00000,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.960353,  0.000000,1
0.010,3.162277660,0.00000,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.00000, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.000000,  0.358137,1
0.010,3.162277660,0.00000,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.957051,  0.000000,1
0.010,3.162277660,0.00000, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.00000,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.946573,  0.000000,1
0.010,3.162277660,0.00000, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.15494, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.883032,  0.000000,1
0.010,3.162277660,0.15494,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.964846,  0.000000,1
0.010,3.162277660,0.15494,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.965245,  0.000000,1
0.010,3.162277660,0.15494,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.15494, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.562929,  0.044420,1
0.010,3.162277660,0.15494,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.961343,  0.000000,1
0.010,3.162277660,0.15494, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.011790,  0.000000,1
0.010,3.162277660,0.15494,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.946778,  0.000000,1
0.010,3.162277660,0.15494, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.20530, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.760869,  0.172492,1
0.010,3.162277660,0.20530,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.963524,  0.000000,1
0.010,3.162277660,0.20530,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.964630,  0.000000,1
0.010,3.162277660,0.20530,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.20530, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.637074,  0.064086,1
0.010,3.162277660,0.20530,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.959890,  0.000000,1
0.010,3.162277660,0.20530, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.311743,  0.000000,1
0.010,3.162277660,0.20530,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.950590,  0.000000,1
0.010,3.162277660,0.20530, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.24608, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.766780,  0.179601,1
0.010,3.162277660,0.24608,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.966767,  0.000000,1
0.010,3.162277660,0.24608,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.967414,  0.000000,1
0.010,3.162277660,0.24608,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.24608, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.680846,  0.107675,1
0.010,3.162277660,0.24608,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.963748,  0.000000,1
0.010,3.162277660,0.24608, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.484732,  0.000000,1
0.010,3.162277660,0.24608,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.952749,  0.000000,1
0.010,3.162277660,0.24608, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.28357, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.771712,  0.186625,1
0.010,3.162277660,0.28357,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.970364,  0.000000,1
0.010,3.162277660,0.28357,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.971102,  0.000000,1
0.010,3.162277660,0.28357,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.28357, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.717508,  0.145210,1
0.010,3.162277660,0.28357,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.965045,  0.000000,1
0.010,3.162277660,0.28357, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.576896,  0.000000,1
0.010,3.162277660,0.28357,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.954880,  0.000000,1
0.010,3.162277660,0.28357, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.215394,  0.000000,1
0.010,3.162277660,0.32062, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.777022,  0.191784,1
0.010,3.162277660,0.32062,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.974428,  0.000000,1
0.010,3.162277660,0.32062,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.975036,  0.000000,1
0.010,3.162277660,0.32062,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.32062, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.740171,  0.170449,1
0.010,3.162277660,0.32062,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.971002,  0.000000,1
0.010,3.162277660,0.32062, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.657077,  0.000000,1
0.010,3.162277660,0.32062,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.961590,  0.000000,1
0.010,3.162277660,0.32062, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.432496,  0.000000,1
0.010,3.162277660,0.35949, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.782650,  0.195758,1
0.010,3.162277660,0.35949,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.977451,  0.000000,1
0.010,3.162277660,0.35949,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.978507,  0.000000,1
0.010,3.162277660,0.35949,16000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.157960,  0.000000,1
0.010,3.162277660,0.35949, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.759044,  0.186277,1
0.010,3.162277660,0.35949,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.975871,  0.000000,1
0.010,3.162277660,0.35949, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.703258,  0.034156,1
0.010,3.162277660,0.35949,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.790748,  0.198328,1
0.010,3.162277660,0.35949, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.560162,  0.000000,1
0.010,3.162277660,0.40303, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.788365,  0.197903,1
0.010,3.162277660,0.40303,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.982218,  0.000000,1
0.010,3.162277660,0.40303,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.982408,  0.000000,1
0.010,3.162277660,0.40303,16000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.449220,  0.000000,1
0.010,3.162277660,0.40303, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.775231,  0.194311,1
0.010,3.162277660,0.40303,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.966525,  0.000000,1
0.010,3.162277660,0.40303, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.742101,  0.140984,1
0.010,3.162277660,0.40303,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.792856,  0.200033,1
0.010,3.162277660,0.40303, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.664731,  0.000000,1
0.010,3.162277660,0.45642, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.793654,  0.199412,1
0.010,3.162277660,0.45642,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.974929,  0.000000,1
0.010,3.162277660,0.45642,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.975606,  0.000000,1
0.010,3.162277660,0.45642,16000, 0.800000, 0.200000, 0.7638428, 0.1959681,-1,  0.629363,  0.000000,1
0.010,3.162277660,0.45642, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.785422,  0.197611,1
0.010,3.162277660,0.45642,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.971356,  0.000000,1
0.010,3.162277660,0.45642, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.767449,  0.184708,1
0.010,3.162277660,0.45642,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.795148,  0.200498,1
0.010,3.162277660,0.45642, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.729286,  0.025687,1
0.010,3.162277660,0.53406, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.797266,  0.199970,1
0.010,3.162277660,0.53406,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.974848,  0.000000,1
0.010,3.162277660,0.53406,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.973789,  0.000000,1
0.010,3.162277660,0.53406,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.741488,  0.007759,1
0.010,3.162277660,0.53406, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.794547,  0.199793,1
0.010,3.162277660,0.53406,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.797264,  0.201201,1
0.010,3.162277660,0.53406, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.787755,  0.197157,1
0.010,3.162277660,0.53406,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.797850,  0.200303,1
0.010,3.162277660,0.53406, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.773995,  0.177659,1
0.010,3.162277660,0.60036, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.798909,  0.199997,1
0.010,3.162277660,0.60036,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.978166,  0.000000,1
0.010,3.162277660,0.60036,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.978105,  0.000000,1
0.010,3.162277660,0.60036,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.778980,  0.177034,1
0.010,3.162277660,0.60036, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.798022,  0.199990,1
0.010,3.162277660,0.60036,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.798582,  0.200648,1
0.010,3.162277660,0.60036, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.795541,  0.199652,1
0.010,3.162277660,0.60036,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.798927,  0.200198,1
0.010,3.162277660,0.60036, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.790756,  0.196238,1
0.010,3.162277660,0.64379, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799419,  0.200000,1
0.010,3.162277660,0.64379,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.976334,  0.000000,1
0.010,3.162277660,0.64379,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.977128,  0.000000,1
0.010,3.162277660,0.64379,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.788806,  0.191315,1
0.010,3.162277660,0.64379, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.798840,  0.200000,1
0.010,3.162277660,0.64379,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799162,  0.200498,1
0.010,3.162277660,0.64379, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.797725,  0.199898,1
0.010,3.162277660,0.64379,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799428,  0.200080,1
0.010,3.162277660,0.64379, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.795222,  0.198723,1
0.010,3.162277660,0.72471, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799859,  0.200000,1
0.010,3.162277660,0.72471,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.974918,  0.000000,1
0.010,3.162277660,0.72471,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.976923,  0.000000,1
0.010,3.162277660,0.72471,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.797876,  0.199537,1
0.010,3.162277660,0.72471, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799753,  0.200000,1
0.010,3.162277660,0.72471,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799715,  0.200193,1
0.010,3.162277660,0.72471, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799494,  0.200000,1
0.010,3.162277660,0.72471,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799844,  0.200018,1
0.010,3.162277660,0.72471, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.798867,  0.199932,1
0.010,3.162277660,0.95981, 1000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.95981,  100, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.799994,  0.200007,1
0.010,3.162277660,0.95981,   10, 0.800000, 0.200000, 0.7638428, 0.1959681, 1,  0.968813,  0.000000,1
0.010,3.162277660,0.95981,16000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.95981, 2000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.95981,  250, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.95981, 4000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.95981,  500, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.95981, 8000, 0.800000, 0.200000, 0.7638428, 0.1959681, 2,  0.800000,  0.200000,1
0.010,3.162277660,0.00000, 1000, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  0.996633,1
0.010,3.162277660,0.00000,  100, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  1.141430,1
0.010,3.162277660,0.00000,   10, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  1.141858,1
0.010,3.162277660,0.00000,16000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.00000, 2000, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  0.107314,1
0.010,3.162277660,0.00000,  250, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  1.136751,1
0.010,3.162277660,0.00000, 4000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.00000,  500, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  1.118886,1
0.010,3.162277660,0.00000, 8000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.19143, 1000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.805312,  0.246646,1
0.010,3.162277660,0.19143,  100, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.167659,  0.000000,1
0.010,3.162277660,0.19143,   10, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  1.167545,1
0.010,3.162277660,0.19143,16000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.19143, 2000, 0.800000, 0.400000, 0.7638428, 0.3414901,-1,  0.457080,  0.000000,1
0.010,3.162277660,0.19143,  250, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.164160,  0.000000,1
0.010,3.162277660,0.19143, 4000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.19143,  500, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.149375,  0.000000,1
0.010,3.162277660,0.19143, 8000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.25299, 1000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.773574,  0.320105,1
0.010,3.162277660,0.25299,  100, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.177114,  0.000000,1
0.010,3.162277660,0.25299,   10, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.178037,  0.000000,1
0.010,3.162277660,0.25299,16000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.25299, 2000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.586454,  0.030799,1
0.010,3.162277660,0.25299,  250, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.171732,  0.000000,1
0.010,3.162277660,0.25299, 4000, 0.800000, 0.400000, 0.7638428, 0.3414901,-1,  0.060047,  0.000000,1
0.010,3.162277660,0.25299,  500, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.134126,  0.000000,1
0.010,3.162277660,0.25299, 8000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.30283, 1000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.771532,  0.351684,1
0.010,3.162277660,0.30283,  100, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.168096,  0.000000,1
0.010,3.162277660,0.30283,   10, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.170542,  0.000000,1
0.010,3.162277660,0.30283,16000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.30283, 2000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.655641,  0.188468,1
0.010,3.162277660,0.30283,  250, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.165730,  0.000000,1
0.010,3.162277660,0.30283, 4000, 0.800000, 0.400000, 0.7638428, 0.3414901,-1,  0.333554,  0.000000,1
0.010,3.162277660,0.30283,  500, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.138357,  0.000000,1
0.010,3.162277660,0.30283, 8000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.34862, 1000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.774387,  0.369047,1
0.010,3.162277660,0.34862,  100, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.171984,  0.000000,1
0.010,3.162277660,0.34862,   10, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  0.000000,  1.174479,1
0.010,3.162277660,0.34862,16000, 0.800000, 0.400000, 0.7638428, 0.3414901, 0,  0.000000,  0.000000,1
0.010,3.162277660,0.34862, 2000, 0.800000, 0.400000, 0.7638428, 0.3414901, 2,  0.701319,  0.292338,1
0.010,3.162277660,0.34862,  250, 0.800000, 0.400000, 0.7638428, 0.3414901, 1,  1.168113,  0.000000,1
